species_id,common_name,scientific_name,category,feeding_source,feeding_confidence,feeding_uses_template,feeding_needs_review,feeding_review_reason,feeding_source_url,feeding_source_fields,housing_mode,housing_reason,housing_reason_shared_count,housing_only_category_reference,missing_species_specific_care
sp_0069,红白锦鲤,Cyprinus carpio var.,鱼类,aquapedia_master_v2.csv+aquapedia_supplement,0.91,no,no,,https://www.google.com/search?q=Cyprinus+carpio+var.+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0070,蝴蝶鲤,Cyprinus carpio var. Longfin,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Cyprinus+carpio+var.+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0071,迷你矮珍珠,Hemianthus callitrichoides,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Hemianthus+callitrichoides+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0072,牛毛毡,Eleocharis acicularis,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Eleocharis+acicularis+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0073,挖耳草,Utricularia graminifolia,水草,rule_fallback,0.75,yes,yes,未匹配到物种专属喂养资料，当前仅提供类别通用参考,,,适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,yes
sp_0074,辣椒榕,Bucephalandra sp.,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Bucephalandra+sp.+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0075,迷你榕,Anubias barteri var. nana,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Anubias+barteri+var.+nana+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0076,小水榕,Anubias barteri var. nana 'Petite',水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Anubias+barteri+var.+nana+%27Petite%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0077,绿菊,Cabomba caroliniana,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Cabomba+caroliniana+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0078,宫廷草,Rotala rotundifolia 'Green',水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Rotala+rotundifolia+%27Green%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0079,红宫廷,Rotala rotundifolia 'Red',鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Rotala+rotundifolia+%27Red%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0080,莫斯 (三角莫斯),Vesicularia dubyana,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Vesicularia+dubyana+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0081,铁皇冠,Microsorum pteropus,鱼类,rule_fallback,0.74,yes,yes,未匹配到物种专属喂养资料，当前仅提供类别通用参考,,,谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,yes
sp_0082,黑木蕨,Bolbitis heudelotii,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Bolbitis+heudelotii+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0083,绿温蒂椒草,Cryptocoryne wendtii 'Green',水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Cryptocoryne+wendtii+%27Green%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0084,大浪草,Aponogeton crispus,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Aponogeton+crispus+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0085,绿浮萍,Lemna minor,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Lemna+minor+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0086,圆心萍,Limnobium laevigatum,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Limnobium+laevigatum+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0087,蜈蚣草,Egeria densa,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Egeria+densa+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0088,睡莲 (红荷根),Nymphaea lotus,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Nymphaea+lotus+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0089,大宝塔,Limnophila aquatica,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Limnophila+aquatica+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0090,细叶铁皇冠,Microsorum pteropus 'Narrow',鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Microsorum+pteropus+%27Narrow%27+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0091,南美叉柱花,Staurogyne repens,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Staurogyne+repens+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0092,红玫瑰,Ludwigia glandulosa,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Ludwigia+glandulosa+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0093,十字珍珠,Micranthemum umbrosum,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Micranthemum+umbrosum+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0094,大叶皇冠,Echinodorus amazonicus,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Echinodorus+amazonicus+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0095,细叶太阳,Ludwigia inclinata var. verticillata,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Ludwigia+inclinata+var.+verticillata+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0096,虎耳草,Bacopa caroliniana,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Bacopa+caroliniana+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0097,绿羽毛,Myriophyllum aquaticum,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Myriophyllum+aquaticum+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,no
sp_0098,箦藻,Blyxa japonica,水草,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Blyxa+japonica+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,no
sp_0099,鹿角苔,Riccia fluitans,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Riccia+fluitans+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0100,青丝绒莫斯,Vesicularia sp.,鱼类,aquapedia_master_v2.csv+rules+local_note_extraction,0.84,no,no,,https://www.google.com/search?q=Vesicularia+sp.+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0101,凤尾藓,Fissidens fontanus,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Fissidens+fontanus+Tropica+aquarium+plant+care,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0102,大蜻蜓椒草,Cryptocoryne aponogetifolia,水草,rule_fallback,0.75,yes,yes,未匹配到物种专属喂养资料，当前仅提供类别通用参考,,,适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,yes
sp_0103,金龙鱼,Scleropages formosus,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Scleropages+formosus+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0104,红龙鱼,Scleropages formosus var. Red,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Scleropages+formosus+var.+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0105,恐龙鱼 (大花),Polypterus ornatipinnis,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Polypterus+ornatipinnis+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0106,恐龙鱼 (草绳),Erpetoichthys calabaricus,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Erpetoichthys+calabaricus+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,性情相对温和，但体型细长且有肉食倾向，可能吞食小型鱼虾；需要加盖、防逃，并与体型接近的温和鱼谨慎混养。,1,no,yes
sp_0107,飞凤鱼 (国旗飞凤),Semaprochilodus taeniurus,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Semaprochilodus+taeniurus+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,体型较大，可能压迫或误食小型鱼虾；适合与体型接近、游层错开的温和鱼混养。,21,yes,yes
sp_0108,彩虹雷龙,Channa bleheri,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+bleheri+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0109,眼镜蛇雷龙,Channa aurantimaculata,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Channa+aurantimaculata+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0110,蓝月光雷龙,Channa lorti,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Channa+lorti+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0111,亚洲红鼻,Sawbwa resplendens,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Sawbwa+resplendens+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0112,蓝眼灯,Poropanchax normani,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Poropanchax+normani+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0113,斑节鳉,Epiplatys annulatus,鱼类,aquapedia_master_v2.csv+rules+small_carnivore_fish_template,0.83,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Epiplatys+annulatus+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,yes
sp_0114,红莲灯,Hyphessobrycon amandae,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hyphessobrycon+amandae+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0115,琥珀灯,Hyphessobrycon amapaensis,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hyphessobrycon+amapaensis+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0116,亚洲龙鱼 (青龙),Scleropages formosus,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Scleropages+formosus+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
sp_0117,银龙鱼,Osteoglossum bicirrhosum,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Osteoglossum+bicirrhosum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,该类生物捕食性强或体型差异风险高，容易吞食小鱼、小虾或攻击同缸生物，建议单独饲养或专业级混养。,14,yes,yes
